inst#,actual,predicted,error,probability, distribution
6476,1:00,1:00,,*1,0
6477,1:00,1:00,,*1,0
6478,1:00,2:01,+,0.051,*0.949
6479,1:00,1:00,,*0.984,0.016
6480,1:00,2:01,+,0,*1
6481,1:00,1:00,,*1,0
6482,1:00,1:00,,*1,0
6483,1:00,1:00,,*0.995,0.005
6484,1:00,2:01,+,0.075,*0.925
6485,1:00,1:00,,*1,0
6486,1:00,2:01,+,0,*1
6487,1:00,1:00,,*1,0
6488,1:00,1:00,,*1,0
6489,1:00,1:00,,*1,0
6490,1:00,1:00,,*1,0
6491,1:00,1:00,,*1,0
6492,1:00,1:00,,*1,0
6493,1:00,1:00,,*1,0
6494,1:00,2:01,+,0,*1
6495,1:00,1:00,,*1,0
6496,1:00,1:00,,*1,0
6497,1:00,1:00,,*0.999,0.001
6498,1:00,1:00,,*1,0
6499,1:00,1:00,,*1,0
6500,1:00,1:00,,*1,0
6501,1:00,1:00,,*1,0
6502,1:00,2:01,+,0.001,*0.999
6503,1:00,1:00,,*1,0
6504,1:00,1:00,,*1,0
6505,1:00,1:00,,*1,0
6506,1:00,1:00,,*1,0
6507,1:00,1:00,,*1,0
6508,1:00,1:00,,*0.977,0.023
6509,1:00,2:01,+,0,*1
6510,1:00,1:00,,*1,0
6511,1:00,1:00,,*1,0
6512,1:00,1:00,,*1,0
6513,1:00,1:00,,*1,0
6514,1:00,1:00,,*1,0
6515,1:00,1:00,,*1,0
6516,1:00,1:00,,*1,0
6517,1:00,1:00,,*0.998,0.002
6518,1:00,1:00,,*1,0
6519,1:00,2:01,+,0,*1
6520,1:00,1:00,,*1,0
6521,1:00,2:01,+,0,*1
6522,1:00,1:00,,*1,0
6523,1:00,1:00,,*1,0
6524,1:00,1:00,,*1,0
6525,1:00,1:00,,*1,0
6526,1:00,2:01,+,0,*1
6527,1:00,1:00,,*1,0
6528,1:00,1:00,,*1,0
6529,1:00,2:01,+,0.001,*0.999
6530,1:00,2:01,+,0,*1
6531,1:00,1:00,,*1,0
6532,1:00,1:00,,*1,0
6533,1:00,1:00,,*1,0
6534,1:00,1:00,,*1,0
6535,1:00,1:00,,*1,0
6536,1:00,1:00,,*1,0
6537,1:00,1:00,,*1,0
6538,1:00,1:00,,*1,0
6539,1:00,1:00,,*1,0
6540,1:00,2:01,+,0.296,*0.704
6541,1:00,1:00,,*1,0
6542,1:00,1:00,,*1,0
6543,1:00,1:00,,*1,0
6544,1:00,1:00,,*1,0
6545,1:00,1:00,,*1,0
6546,1:00,1:00,,*1,0
6547,1:00,1:00,,*0.992,0.008
6548,1:00,1:00,,*1,0
6549,1:00,1:00,,*1,0
6550,1:00,1:00,,*1,0
6551,1:00,2:01,+,0.323,*0.677
6552,1:00,2:01,+,0.219,*0.781
6553,1:00,1:00,,*0.529,0.471
6554,1:00,1:00,,*1,0
6555,1:00,1:00,,*1,0
6556,1:00,1:00,,*1,0
6557,1:00,2:01,+,0.344,*0.656
6558,1:00,1:00,,*1,0
6559,1:00,1:00,,*1,0
6560,1:00,1:00,,*1,0
6561,1:00,1:00,,*1,0
6562,1:00,1:00,,*0.918,0.082
6563,1:00,1:00,,*1,0
6564,1:00,2:01,+,0,*1
6565,1:00,1:00,,*1,0
6566,1:00,1:00,,*1,0
6567,1:00,2:01,+,0.013,*0.987
6568,1:00,1:00,,*1,0
6569,1:00,1:00,,*0.787,0.213
6570,1:00,1:00,,*1,0
6571,1:00,1:00,,*1,0
6572,1:00,1:00,,*1,0
6573,1:00,1:00,,*1,0
6574,1:00,1:00,,*0.996,0.004
6575,1:00,1:00,,*0.725,0.275
6576,1:00,1:00,,*1,0
6577,1:00,1:00,,*1,0
6578,1:00,1:00,,*1,0
6579,1:00,1:00,,*1,0
6580,1:00,1:00,,*1,0
6581,1:00,1:00,,*1,0
6582,1:00,1:00,,*1,0
6583,1:00,1:00,,*1,0
6584,1:00,1:00,,*1,0
6585,1:00,1:00,,*1,0
6586,1:00,1:00,,*1,0
6587,1:00,1:00,,*0.998,0.002
6588,1:00,1:00,,*1,0
6589,1:00,1:00,,*1,0
6590,1:00,1:00,,*1,0
6591,1:00,1:00,,*0.996,0.004
6592,1:00,1:00,,*1,0
6593,1:00,2:01,+,0.046,*0.954
6594,1:00,1:00,,*1,0
6595,1:00,1:00,,*1,0
6596,1:00,1:00,,*1,0
6597,1:00,2:01,+,0,*1
6598,1:00,1:00,,*1,0
6599,1:00,2:01,+,0.162,*0.838
6600,1:00,1:00,,*1,0
6601,1:00,2:01,+,0,*1
6602,1:00,2:01,+,0,*1
6603,1:00,1:00,,*1,0
6604,1:00,1:00,,*1,0
6605,1:00,1:00,,*1,0
6606,1:00,1:00,,*1,0
6607,1:00,2:01,+,0,*1
6608,1:00,2:01,+,0,*1
6609,1:00,1:00,,*1,0
6610,1:00,1:00,,*1,0
6611,1:00,1:00,,*1,0
6612,1:00,1:00,,*1,0
6613,1:00,1:00,,*1,0
6614,1:00,1:00,,*1,0
6615,1:00,1:00,,*1,0
6616,1:00,1:00,,*1,0
6617,1:00,1:00,,*1,0
6618,1:00,1:00,,*1,0
6619,1:00,1:00,,*1,0
6620,1:00,1:00,,*1,0
6621,1:00,2:01,+,0.001,*0.999
6622,1:00,1:00,,*1,0
6623,1:00,1:00,,*1,0
6624,1:00,1:00,,*1,0
6625,1:00,1:00,,*1,0
6626,1:00,2:01,+,0,*1
6627,1:00,2:01,+,0,*1
6628,2:01,1:00,+,*1,0
6629,1:00,1:00,,*1,0
6630,1:00,2:01,+,0.319,*0.681
6631,2:01,1:00,+,*1,0
6632,1:00,2:01,+,0.034,*0.966
6633,1:00,1:00,,*1,0
6634,1:00,1:00,,*0.999,0.001
6635,1:00,1:00,,*1,0
6636,1:00,2:01,+,0.12,*0.88
6637,1:00,1:00,,*1,0
6638,1:00,1:00,,*1,0
6639,1:00,1:00,,*0.991,0.009
6640,1:00,1:00,,*0.78,0.22
6641,1:00,1:00,,*1,0
6642,1:00,1:00,,*1,0
6643,1:00,1:00,,*1,0
6644,1:00,1:00,,*1,0
6645,1:00,1:00,,*1,0
6646,1:00,2:01,+,0.315,*0.685
6647,1:00,2:01,+,0,*1
6648,1:00,1:00,,*1,0
6649,1:00,2:01,+,0.006,*0.994
6650,1:00,1:00,,*1,0
6651,1:00,2:01,+,0.017,*0.983
6652,1:00,1:00,,*1,0
6653,1:00,2:01,+,0.046,*0.954
6654,1:00,1:00,,*0.759,0.241
6655,1:00,1:00,,*1,0
6656,1:00,1:00,,*1,0
6657,1:00,1:00,,*1,0
6658,1:00,1:00,,*1,0
6659,1:00,1:00,,*1,0
6660,1:00,1:00,,*1,0
6661,1:00,1:00,,*1,0
6662,1:00,2:01,+,0,*1
6663,1:00,1:00,,*1,0
6664,1:00,1:00,,*1,0
6665,1:00,1:00,,*1,0
6666,1:00,1:00,,*1,0
6667,1:00,1:00,,*1,0
6668,1:00,1:00,,*1,0
6669,1:00,1:00,,*1,0
6670,1:00,1:00,,*1,0
6671,1:00,2:01,+,0.054,*0.946
6672,1:00,1:00,,*1,0
6673,1:00,1:00,,*1,0
6674,1:00,2:01,+,0,*1
6675,1:00,1:00,,*1,0
6676,1:00,1:00,,*1,0
6677,1:00,1:00,,*1,0
6678,1:00,1:00,,*1,0
6679,1:00,1:00,,*1,0
6680,1:00,1:00,,*1,0
6681,1:00,2:01,+,0.012,*0.988
6682,1:00,1:00,,*1,0
6683,1:00,1:00,,*1,0
6684,1:00,1:00,,*1,0
6685,1:00,1:00,,*1,0
6686,1:00,1:00,,*1,0
6687,1:00,1:00,,*1,0
6688,1:00,1:00,,*1,0
6689,1:00,2:01,+,0,*1
6690,1:00,1:00,,*1,0
6691,1:00,1:00,,*1,0
6692,1:00,1:00,,*1,0
6693,1:00,1:00,,*1,0
6694,1:00,1:00,,*1,0
6695,1:00,1:00,,*1,0
6696,1:00,1:00,,*1,0
6697,1:00,1:00,,*1,0
6698,1:00,1:00,,*1,0
6699,1:00,1:00,,*1,0
6700,1:00,1:00,,*1,0
6701,1:00,1:00,,*1,0
6702,1:00,1:00,,*1,0
6703,1:00,1:00,,*1,0
6704,1:00,1:00,,*1,0
6705,2:01,2:01,,0.195,*0.805
6706,1:00,1:00,,*1,0
6707,1:00,1:00,,*0.999,0.001
6708,1:00,1:00,,*1,0
6709,1:00,2:01,+,0.014,*0.986
6710,1:00,1:00,,*1,0
6711,1:00,1:00,,*1,0
6712,1:00,1:00,,*1,0
6713,1:00,2:01,+,0.004,*0.996
6714,1:00,1:00,,*1,0
6715,1:00,1:00,,*1,0
6716,1:00,1:00,,*0.998,0.002
6717,1:00,2:01,+,0.043,*0.957
6718,1:00,1:00,,*1,0
6719,1:00,1:00,,*1,0
6720,1:00,1:00,,*1,0
6721,1:00,1:00,,*1,0
6722,1:00,1:00,,*1,0
6723,1:00,1:00,,*0.887,0.113
6724,1:00,2:01,+,0.008,*0.992
6725,1:00,1:00,,*1,0
6726,1:00,2:01,+,0,*1
6727,1:00,1:00,,*1,0
6728,1:00,1:00,,*1,0
6729,1:00,1:00,,*1,0
6730,1:00,1:00,,*1,0
6731,1:00,1:00,,*0.776,0.224
6732,1:00,1:00,,*1,0
6733,1:00,1:00,,*1,0
6734,1:00,1:00,,*0.664,0.336
6735,1:00,1:00,,*1,0
6736,1:00,1:00,,*1,0
6737,1:00,1:00,,*1,0
6738,1:00,1:00,,*1,0
6739,1:00,1:00,,*1,0
6740,1:00,2:01,+,0.056,*0.944
6741,1:00,1:00,,*1,0
6742,1:00,1:00,,*1,0
6743,1:00,1:00,,*1,0
6744,1:00,2:01,+,0.021,*0.979
6745,1:00,1:00,,*1,0
6746,1:00,1:00,,*1,0
6747,1:00,1:00,,*1,0
6748,1:00,1:00,,*1,0
6749,1:00,1:00,,*1,0
6750,1:00,1:00,,*0.958,0.042
6751,1:00,1:00,,*1,0
6752,1:00,1:00,,*1,0
6753,1:00,1:00,,*1,0
6754,1:00,1:00,,*1,0
6755,1:00,1:00,,*1,0
6756,1:00,2:01,+,0,*1
6757,1:00,1:00,,*1,0
6758,1:00,1:00,,*0.999,0.001
6759,1:00,2:01,+,0.001,*0.999
6760,1:00,1:00,,*1,0
6761,1:00,1:00,,*1,0
6762,1:00,2:01,+,0,*1
6763,1:00,1:00,,*1,0
6764,1:00,1:00,,*1,0
6765,1:00,1:00,,*1,0
6766,1:00,1:00,,*1,0
6767,1:00,2:01,+,0.047,*0.953
6768,1:00,1:00,,*1,0
6769,1:00,1:00,,*1,0
6770,1:00,2:01,+,0.054,*0.946
6771,1:00,1:00,,*0.999,0.001
6772,1:00,1:00,,*1,0
6773,1:00,1:00,,*1,0
6774,1:00,2:01,+,0,*1
6775,1:00,1:00,,*1,0
6776,1:00,1:00,,*1,0
6777,1:00,1:00,,*0.698,0.302
6778,1:00,1:00,,*1,0
6779,1:00,1:00,,*0.999,0.001
6780,1:00,2:01,+,0,*1
6781,1:00,1:00,,*0.954,0.046
6782,2:01,1:00,+,*1,0
6783,1:00,1:00,,*1,0
6784,1:00,1:00,,*1,0
6785,1:00,2:01,+,0,*1
6786,1:00,2:01,+,0,*1
6787,1:00,1:00,,*1,0
6788,1:00,1:00,,*1,0
6789,1:00,2:01,+,0,*1
6790,1:00,1:00,,*1,0
6791,1:00,1:00,,*1,0
6792,1:00,1:00,,*1,0
6793,1:00,1:00,,*1,0
6794,1:00,1:00,,*1,0
6795,1:00,1:00,,*1,0
6796,1:00,1:00,,*1,0
6797,1:00,1:00,,*1,0
6798,1:00,1:00,,*0.997,0.003
6799,1:00,1:00,,*0.505,0.495
6800,1:00,2:01,+,0.171,*0.829
6801,1:00,1:00,,*1,0
6802,1:00,2:01,+,0.004,*0.996
6803,1:00,1:00,,*1,0
6804,1:00,1:00,,*1,0
6805,1:00,1:00,,*1,0
6806,1:00,2:01,+,0.004,*0.996
6807,1:00,1:00,,*0.999,0.001
6808,1:00,1:00,,*1,0
6809,1:00,1:00,,*1,0
6810,1:00,1:00,,*1,0
6811,1:00,1:00,,*1,0
6812,1:00,1:00,,*1,0
6813,1:00,1:00,,*1,0
6814,1:00,1:00,,*1,0
6815,1:00,1:00,,*1,0
6816,1:00,1:00,,*0.999,0.001
6817,1:00,1:00,,*1,0
6818,2:01,1:00,+,*1,0
6819,1:00,1:00,,*0.956,0.044
6820,1:00,1:00,,*1,0
6821,1:00,1:00,,*1,0
6822,1:00,1:00,,*0.967,0.033
6823,1:00,1:00,,*1,0
6824,1:00,1:00,,*1,0
6825,1:00,1:00,,*1,0
6826,1:00,1:00,,*1,0
6827,1:00,1:00,,*0.552,0.448
6828,1:00,1:00,,*1,0
6829,1:00,1:00,,*1,0
6830,1:00,1:00,,*1,0
6831,1:00,1:00,,*1,0
6832,1:00,1:00,,*1,0
6833,1:00,1:00,,*1,0
6834,1:00,1:00,,*1,0
6835,1:00,1:00,,*0.998,0.002
6836,1:00,1:00,,*1,0
6837,1:00,1:00,,*0.973,0.027
6838,1:00,1:00,,*1,0
6839,1:00,1:00,,*1,0
6840,1:00,1:00,,*0.999,0.001
6841,1:00,1:00,,*0.994,0.006
6842,1:00,1:00,,*1,0
6843,1:00,1:00,,*1,0
6844,1:00,1:00,,*1,0
6845,1:00,1:00,,*1,0
6846,1:00,1:00,,*0.995,0.005
6847,1:00,1:00,,*1,0
6848,1:00,1:00,,*0.997,0.003
6849,1:00,1:00,,*0.899,0.101
6850,1:00,1:00,,*1,0
6851,1:00,2:01,+,0.05,*0.95
6852,1:00,1:00,,*1,0
6853,1:00,1:00,,*1,0
6854,1:00,1:00,,*1,0
6855,1:00,1:00,,*1,0
6856,1:00,1:00,,*1,0
6857,1:00,1:00,,*1,0
6858,1:00,1:00,,*1,0
6859,1:00,1:00,,*1,0
6860,1:00,1:00,,*1,0
6861,1:00,1:00,,*1,0
6862,1:00,1:00,,*1,0
6863,1:00,1:00,,*1,0
6864,1:00,1:00,,*1,0
6865,1:00,2:01,+,0.008,*0.992
6866,1:00,1:00,,*1,0
6867,1:00,1:00,,*1,0
6868,1:00,1:00,,*1,0
6869,1:00,1:00,,*1,0
6870,1:00,1:00,,*0.995,0.005
6871,1:00,2:01,+,0,*1
6872,1:00,2:01,+,0,*1
6873,1:00,1:00,,*1,0
6874,1:00,1:00,,*1,0
6875,1:00,1:00,,*1,0
6876,1:00,1:00,,*1,0
6877,1:00,1:00,,*1,0
6878,1:00,1:00,,*1,0
6879,1:00,1:00,,*1,0
6880,1:00,1:00,,*0.996,0.004
6881,1:00,1:00,,*1,0
6882,1:00,1:00,,*1,0
6883,1:00,1:00,,*1,0
6884,1:00,1:00,,*1,0
6885,1:00,1:00,,*1,0
6886,1:00,1:00,,*1,0
6887,1:00,1:00,,*1,0
6888,1:00,1:00,,*1,0
6889,1:00,1:00,,*1,0
6890,1:00,1:00,,*1,0
6891,1:00,1:00,,*1,0
6892,1:00,2:01,+,0,*1
6893,1:00,1:00,,*1,0
6894,1:00,1:00,,*1,0
6895,1:00,1:00,,*1,0
6896,1:00,1:00,,*1,0
6897,1:00,1:00,,*1,0
6898,1:00,2:01,+,0,*1
6899,1:00,2:01,+,0.087,*0.913
6900,1:00,2:01,+,0,*1
6901,1:00,1:00,,*1,0
6902,1:00,1:00,,*1,0
6903,1:00,1:00,,*1,0
6904,1:00,1:00,,*1,0
6905,1:00,1:00,,*1,0
6906,1:00,1:00,,*1,0
6907,1:00,1:00,,*1,0
6908,1:00,2:01,+,0,*1
6909,1:00,1:00,,*1,0
6910,1:00,1:00,,*1,0
6911,1:00,2:01,+,0,*1
6912,1:00,1:00,,*1,0
6913,1:00,1:00,,*1,0
6914,1:00,1:00,,*1,0
6915,1:00,1:00,,*1,0
6916,1:00,1:00,,*0.971,0.029
6917,1:00,1:00,,*1,0
6918,1:00,1:00,,*1,0
6919,1:00,1:00,,*1,0
6920,1:00,1:00,,*1,0
6921,1:00,1:00,,*1,0
6922,1:00,1:00,,*1,0
6923,1:00,2:01,+,0.186,*0.814
6924,1:00,1:00,,*1,0
6925,1:00,1:00,,*1,0
6926,1:00,1:00,,*0.945,0.055
6927,1:00,1:00,,*1,0
6928,1:00,1:00,,*1,0
6929,1:00,1:00,,*1,0
6930,1:00,2:01,+,0.494,*0.506
6931,1:00,1:00,,*1,0
6932,1:00,1:00,,*1,0
6933,1:00,1:00,,*0.991,0.009
6934,1:00,1:00,,*0.855,0.145
6935,1:00,2:01,+,0.005,*0.995
6936,1:00,1:00,,*1,0
6937,1:00,1:00,,*1,0
6938,1:00,1:00,,*1,0
6939,1:00,1:00,,*1,0
6940,1:00,1:00,,*1,0
6941,1:00,1:00,,*1,0
6942,1:00,1:00,,*1,0
6943,1:00,1:00,,*1,0
6944,1:00,1:00,,*1,0
6945,1:00,1:00,,*1,0
6946,1:00,2:01,+,0,*1
6947,1:00,1:00,,*1,0
6948,1:00,1:00,,*1,0
6949,1:00,1:00,,*1,0
6950,1:00,1:00,,*1,0
6951,1:00,1:00,,*0.995,0.005
6952,1:00,1:00,,*1,0
6953,1:00,1:00,,*1,0
6954,1:00,1:00,,*1,0
6955,1:00,2:01,+,0.004,*0.996
6956,1:00,2:01,+,0,*1
6957,1:00,1:00,,*0.999,0.001
6958,1:00,1:00,,*1,0
6959,1:00,2:01,+,0,*1
6960,1:00,1:00,,*1,0
6961,1:00,1:00,,*1,0
6962,1:00,1:00,,*1,0
6963,1:00,1:00,,*1,0
6964,1:00,1:00,,*1,0
6965,1:00,2:01,+,0,*1
6966,1:00,1:00,,*0.999,0.001
6967,1:00,2:01,+,0,*1
6968,1:00,1:00,,*1,0
6969,1:00,1:00,,*1,0
6970,1:00,1:00,,*1,0
6971,1:00,1:00,,*1,0
6972,1:00,1:00,,*1,0
6973,1:00,1:00,,*1,0
6974,1:00,1:00,,*1,0
6975,1:00,1:00,,*1,0
6976,1:00,1:00,,*1,0
6977,1:00,1:00,,*1,0
6978,1:00,1:00,,*1,0
6979,1:00,1:00,,*1,0
6980,1:00,1:00,,*1,0
6981,1:00,1:00,,*1,0
6982,1:00,1:00,,*1,0
6983,1:00,1:00,,*1,0
6984,1:00,2:01,+,0.304,*0.696
6985,1:00,1:00,,*1,0
6986,1:00,1:00,,*0.994,0.006
6987,1:00,2:01,+,0,*1
6988,1:00,1:00,,*0.974,0.026
6989,1:00,1:00,,*1,0
6990,1:00,1:00,,*1,0
6991,1:00,1:00,,*1,0
6992,1:00,1:00,,*1,0
6993,1:00,1:00,,*1,0
6994,1:00,1:00,,*1,0
6995,1:00,1:00,,*1,0
6996,2:01,1:00,+,*0.998,0.002
6997,1:00,1:00,,*1,0
6998,1:00,2:01,+,0,*1
6999,1:00,2:01,+,0,*1
7000,1:00,1:00,,*1,0
7001,1:00,1:00,,*0.975,0.025
7002,1:00,1:00,,*1,0
7003,1:00,1:00,,*1,0
7004,1:00,1:00,,*1,0
7005,1:00,1:00,,*1,0
7006,1:00,1:00,,*1,0
7007,1:00,1:00,,*1,0
7008,1:00,2:01,+,0,*1
7009,1:00,1:00,,*1,0
7010,1:00,1:00,,*1,0
7011,1:00,1:00,,*1,0
7012,1:00,1:00,,*1,0
7013,1:00,1:00,,*1,0
7014,1:00,1:00,,*1,0
7015,1:00,1:00,,*1,0
7016,1:00,2:01,+,0,*1
7017,1:00,1:00,,*0.997,0.003
7018,1:00,1:00,,*1,0
7019,1:00,1:00,,*1,0
7020,1:00,1:00,,*1,0
7021,1:00,1:00,,*1,0
7022,1:00,1:00,,*1,0
7023,1:00,1:00,,*1,0
7024,1:00,1:00,,*1,0
7025,1:00,1:00,,*1,0
7026,1:00,1:00,,*1,0
7027,1:00,1:00,,*0.873,0.127
7028,1:00,1:00,,*1,0
7029,1:00,2:01,+,0,*1
7030,1:00,1:00,,*1,0
7031,1:00,1:00,,*1,0
7032,1:00,1:00,,*1,0
7033,1:00,1:00,,*1,0
7034,1:00,1:00,,*0.976,0.024
7035,1:00,2:01,+,0,*1
7036,1:00,1:00,,*1,0
7037,1:00,2:01,+,0,*1
7038,1:00,1:00,,*1,0
7039,1:00,2:01,+,0.482,*0.518
7040,1:00,1:00,,*1,0
7041,1:00,1:00,,*1,0
7042,1:00,2:01,+,0,*1
7043,1:00,2:01,+,0,*1
7044,1:00,1:00,,*1,0
7045,1:00,1:00,,*1,0
7046,1:00,1:00,,*1,0
7047,1:00,1:00,,*1,0
7048,1:00,1:00,,*1,0
7049,1:00,1:00,,*1,0
7050,1:00,1:00,,*1,0
7051,1:00,1:00,,*1,0
7052,1:00,1:00,,*1,0
7053,1:00,1:00,,*1,0
7054,1:00,1:00,,*1,0
7055,1:00,1:00,,*1,0
7056,1:00,2:01,+,0.276,*0.724
7057,1:00,1:00,,*1,0
7058,1:00,1:00,,*1,0
7059,1:00,1:00,,*1,0
7060,1:00,1:00,,*1,0
7061,1:00,1:00,,*1,0
7062,1:00,1:00,,*1,0
7063,1:00,1:00,,*1,0
7064,1:00,1:00,,*1,0
7065,1:00,1:00,,*1,0
7066,1:00,1:00,,*1,0
7067,1:00,2:01,+,0,*1
7068,1:00,1:00,,*1,0
7069,1:00,1:00,,*1,0
7070,1:00,1:00,,*1,0
7071,1:00,2:01,+,0.024,*0.976
7072,1:00,1:00,,*1,0
7073,1:00,1:00,,*1,0
7074,1:00,1:00,,*1,0
7075,1:00,1:00,,*1,0
7076,1:00,2:01,+,0.001,*0.999
7077,1:00,1:00,,*1,0
7078,1:00,2:01,+,0.434,*0.566
7079,1:00,1:00,,*1,0
7080,1:00,1:00,,*1,0
7081,1:00,1:00,,*1,0
7082,1:00,1:00,,*1,0
7083,1:00,1:00,,*1,0
7084,1:00,1:00,,*0.957,0.043
7085,1:00,1:00,,*1,0
7086,1:00,1:00,,*1,0
7087,1:00,2:01,+,0,*1
7088,1:00,1:00,,*1,0
7089,1:00,1:00,,*1,0
7090,1:00,2:01,+,0.002,*0.998
7091,1:00,1:00,,*0.996,0.004
7092,1:00,1:00,,*1,0
7093,1:00,1:00,,*1,0
7094,1:00,1:00,,*1,0
7095,1:00,1:00,,*1,0
7096,1:00,1:00,,*1,0
7097,1:00,1:00,,*1,0
7098,1:00,1:00,,*1,0
7099,1:00,1:00,,*1,0
7100,1:00,1:00,,*0.971,0.029
7101,1:00,2:01,+,0,*1
7102,1:00,2:01,+,0.346,*0.654
7103,1:00,1:00,,*1,0
7104,1:00,1:00,,*1,0
7105,1:00,2:01,+,0.007,*0.993
7106,1:00,1:00,,*0.999,0.001
7107,1:00,2:01,+,0.001,*0.999
7108,1:00,2:01,+,0.246,*0.754
7109,1:00,1:00,,*1,0
7110,1:00,2:01,+,0,*1
7111,1:00,1:00,,*0.883,0.117
7112,1:00,1:00,,*1,0
7113,1:00,1:00,,*1,0
7114,1:00,1:00,,*0.998,0.002
7115,1:00,1:00,,*1,0
7116,1:00,1:00,,*1,0
7117,1:00,1:00,,*1,0
7118,1:00,1:00,,*1,0
7119,1:00,1:00,,*1,0
7120,1:00,1:00,,*1,0
7121,1:00,1:00,,*1,0
7122,1:00,1:00,,*1,0
7123,1:00,1:00,,*1,0
7124,1:00,1:00,,*1,0
7125,1:00,1:00,,*1,0
7126,1:00,1:00,,*1,0
7127,1:00,2:01,+,0,*1
7128,1:00,1:00,,*1,0
7129,1:00,1:00,,*0.999,0.001
7130,1:00,1:00,,*1,0
7131,1:00,1:00,,*1,0
7132,1:00,1:00,,*1,0
7133,1:00,1:00,,*1,0
7134,1:00,1:00,,*1,0
7135,1:00,1:00,,*1,0
7136,1:00,1:00,,*1,0
7137,1:00,2:01,+,0.396,*0.604
7138,1:00,2:01,+,0.148,*0.852
7139,1:00,1:00,,*0.552,0.448
7140,1:00,1:00,,*1,0
7141,1:00,1:00,,*1,0
7142,1:00,1:00,,*0.99,0.01
7143,1:00,1:00,,*1,0
7144,1:00,1:00,,*1,0
7145,1:00,1:00,,*1,0
7146,1:00,1:00,,*0.999,0.001
7147,1:00,1:00,,*1,0
7148,1:00,1:00,,*1,0
7149,1:00,1:00,,*1,0
7150,1:00,1:00,,*1,0
7151,1:00,1:00,,*1,0
7152,1:00,1:00,,*0.991,0.009
7153,1:00,1:00,,*1,0
7154,1:00,1:00,,*1,0
7155,1:00,1:00,,*1,0
7156,1:00,1:00,,*1,0
7157,1:00,1:00,,*1,0
7158,1:00,1:00,,*1,0
7159,1:00,1:00,,*1,0
7160,1:00,1:00,,*1,0
7161,1:00,1:00,,*1,0
7162,1:00,2:01,+,0,*1
7163,1:00,1:00,,*1,0
7164,1:00,1:00,,*1,0
7165,1:00,1:00,,*1,0
7166,1:00,1:00,,*1,0
7167,1:00,1:00,,*0.764,0.236
7168,1:00,1:00,,*1,0
7169,1:00,1:00,,*0.996,0.004
7170,1:00,1:00,,*1,0
7171,1:00,1:00,,*1,0
7172,1:00,1:00,,*1,0
7173,1:00,1:00,,*1,0
7174,1:00,1:00,,*1,0
7175,1:00,1:00,,*1,0
7176,1:00,1:00,,*1,0
7177,1:00,1:00,,*1,0
7178,1:00,1:00,,*1,0
7179,1:00,1:00,,*1,0
7180,1:00,1:00,,*1,0
7181,1:00,1:00,,*1,0
7182,1:00,1:00,,*1,0
7183,1:00,1:00,,*1,0
7184,1:00,1:00,,*1,0
7185,1:00,1:00,,*1,0
7186,1:00,1:00,,*1,0
7187,1:00,2:01,+,0,*1
7188,1:00,1:00,,*1,0
7189,1:00,1:00,,*0.99,0.01
7190,1:00,2:01,+,0.004,*0.996
7191,1:00,2:01,+,0,*1
7192,1:00,1:00,,*1,0
7193,1:00,1:00,,*0.899,0.101
7194,1:00,1:00,,*1,0
7195,1:00,1:00,,*1,0
7196,1:00,1:00,,*1,0
7197,1:00,2:01,+,0,*1
7198,1:00,1:00,,*1,0
7199,1:00,1:00,,*1,0
7200,1:00,1:00,,*1,0
7201,1:00,1:00,,*0.975,0.025
7202,1:00,1:00,,*1,0
7203,1:00,1:00,,*1,0
7204,1:00,1:00,,*1,0
7205,1:00,1:00,,*1,0
7206,1:00,1:00,,*1,0
7207,1:00,1:00,,*1,0
7208,1:00,1:00,,*1,0
7209,1:00,1:00,,*1,0
7210,1:00,2:01,+,0,*1
7211,1:00,1:00,,*1,0
7212,1:00,1:00,,*1,0
7213,1:00,1:00,,*1,0
7214,1:00,1:00,,*1,0
7215,1:00,1:00,,*1,0
7216,1:00,1:00,,*1,0
7217,1:00,1:00,,*1,0
7218,1:00,1:00,,*1,0
7219,1:00,1:00,,*1,0
7220,1:00,1:00,,*1,0
7221,1:00,2:01,+,0,*1
7222,1:00,1:00,,*1,0
7223,1:00,1:00,,*1,0
7224,1:00,1:00,,*1,0
7225,1:00,2:01,+,0.396,*0.604
7226,1:00,1:00,,*1,0
7227,1:00,1:00,,*0.859,0.141
7228,1:00,1:00,,*1,0
7229,1:00,2:01,+,0,*1
7230,1:00,1:00,,*1,0
7231,1:00,1:00,,*1,0
7232,1:00,2:01,+,0,*1
7233,1:00,1:00,,*1,0
7234,1:00,1:00,,*1,0
7235,1:00,1:00,,*0.998,0.002
7236,1:00,1:00,,*0.781,0.219
7237,1:00,1:00,,*0.944,0.056
7238,1:00,1:00,,*1,0
7239,1:00,1:00,,*1,0
7240,1:00,1:00,,*0.758,0.242
7241,1:00,1:00,,*1,0
7242,1:00,1:00,,*1,0
7243,1:00,1:00,,*1,0
7244,2:01,2:01,,0,*1
7245,1:00,1:00,,*1,0
7246,1:00,1:00,,*1,0
7247,1:00,2:01,+,0.032,*0.968
7248,1:00,1:00,,*1,0
7249,1:00,1:00,,*1,0
7250,1:00,1:00,,*1,0
7251,1:00,1:00,,*1,0
7252,1:00,1:00,,*1,0
7253,1:00,1:00,,*1,0
7254,1:00,1:00,,*1,0
7255,1:00,1:00,,*1,0
7256,1:00,1:00,,*1,0
7257,1:00,1:00,,*1,0
7258,1:00,1:00,,*1,0
